Die Kuh und die Schafe fressen Gras.[sound:oddcast-6ade5fd4-6a65cda7-952bd518-dae076ea-b5b058c4.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,A vaca e a ovelha estão comendo grama.[sound:oddcast-7c2f8d9a-d0a8884c-effa5fbe-efe85866-bec5f8f1.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Der Körper der Kuh ist schwarz und das Gesicht weiß.[sound:oddcast-a2427a05-c0bf5fdf-6a262250-d090bd98-a5667975.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,O corpo da vaca é preto e o rosto branco.[sound:oddcast-efb05d0d-c22d9169-2c4b08b1-514941aa-3a4737bd.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Das Gesicht des Schafes ist schwarz und der Körper ist weiß.[sound:oddcast-8ba5f3cb-d21d1a4b-4fce51fa-46376891-93ae454f.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,O rosto da ovelha é preto e o corpo é branco.[sound:oddcast-aa604f9c-15db656d-da134712-ece83514-270b7971.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Wir sehen zwei Tulpen und ein Gänseblümchen auf der linken Seite.[sound:oddcast-63a9dd86-af65641b-ae13cfa2-7846c1b1-2d3ddc61.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,Vemos duas tulipas e uma margarida do lado esquerdo.[sound:oddcast-d03e0b17-70af8785-8c8fbc38-32b95430-e357e328.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Auf der rechten Seite des Flusses sehen wir eine Raupe auf einer Blume auf dem Feld.[sound:oddcast-c9fe1458-5e49c207-7bb73976-bcb48dbb-c609c222.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,No lado direito do rio vemos uma lagarta sobre uma flor no campo.[sound:oddcast-8cf9d699-10489888-ff93c28c-bc78118a-16a9c9ce.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Die Raupe ist grün und hat zwei kleine Augen.[sound:oddcast-81922ee8-f834bb10-22af761d-1f06c0ab-09f5c4c1.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,A lagarta é verde e tem dois olhos pequenos.[sound:oddcast-c0877ffb-55269fa2-cbdb8e56-794051b3-9a73fc0c.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Auf der linken Seite des Fotos sehen wir einen Jungen in einem gelb-orangefarbenen Hemd.[sound:oddcast-ac86fdb1-05cdf893-b6555b71-64069b70-ed7ca095.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,No lado esquerdo da foto vemos um menino com camisa amarela e laranja.[sound:oddcast-a242b358-a8e7ff2b-a8a3660f-7f86d219-de7f2716.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Der Junge schaut mit einem Fernglas auf das Feld.[sound:oddcast-abd3b030-c819cf4f-ce52c2a0-7403f0aa-7d15634c.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,O menino olha o campo com uma luneta.[sound:oddcast-e39724b4-a31b845d-428441f6-216156d1-9262b2e5.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Wir sehen einen Wald mit vielen Bäumen.[sound:oddcast-b6718b67-7780f347-de26fb1d-9faacbc0-b9d5f4b8.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,Vemos uma floresta com muitas árvores.[sound:oddcast-618bcab2-d20e93f9-5c61f709-f4be1f18-28d90c4f.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Der Wald liegt vor den Bergen.[sound:oddcast-e7aebaea-796158b9-6afbffb5-749fe097-b0af5d58.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,A floresta fica em frente às montanhas.[sound:oddcast-df7531ee-ec2c701f-82106c69-d1c4d490-d5365ebc.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Die Berge sind hinter dem Wald.[sound:oddcast-048f41e6-1784654d-84f02a7c-237a427c-dd03b5df.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,As montanhas ficam atrás da floresta.[sound:oddcast-b9bd08c6-1df1f17c-f171ac85-7a3becec-b77e260e.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Wir sehen drei Berge mit Schnee oben.[sound:oddcast-a6c0ce44-b5b9acd1-7a019c0b-83e8bc53-0e81e8a2.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,Vemos tres montanhas com neve no topo.[sound:oddcast-65a39a23-aa03085a-722b5a02-7c772832-95ccfb67.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Oben auf den Bergen liegt Schnee.[sound:oddcast-d471c976-c84f505c-92f82a2c-f411161e-cac59ff5.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,Tem neve no topo das montanhas.[sound:oddcast-bb59cdb0-058d4296-82beced7-a485eaf8-24bc4df4.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Auf den Bäumen im Wald liegt etwas Schnee.[sound:oddcast-f8cd16dc-b12285e4-c17a076c-0efd1a98-78e11c10.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,Tem um pouco de néve nas árvores da floresta.[sound:oddcast-9e2413d1-dfc652fe-1894434f-5fea9d38-e0be0f40.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png'>,y
Der Junge rechts hat einen Schneeski.[sound:oddcast-795a7657-231e3aed-5d740b9f-80f4ec5c-e748ffc0.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,O menino do lado direito tem um ski de neve.[sound:oddcast-3da47a26-e7adf12c-2f76d8ff-2c4f9947-f87a5c33.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Der Junge rechts trägt eine grüne Jacke und eine schwarze Hose.[sound:oddcast-dbeffbdf-c8c0fc24-96dbaacb-9dce9177-99102c52.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,O menino do lado direito veste uma jaqueta verde e calça preta.[sound:oddcast-63a3a2bb-7300c06a-b56c269f-e8dde179-caca241f.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Der Junge rechts hat einen Rucksack auf dem Rücken.[sound:oddcast-32ecbb2f-213da9b9-13255a45-6cb65cab-a4562e1b.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,O menino do lado direito tem uma mochila nas costas.[sound:oddcast-85dafda4-78af749e-5731b653-4be29d23-4218b821.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
Wasser fließt im Fluss.[sound:oddcast-b78859e4-09b46587-54398df0-1b8461c1-364372e8.mp3]<br><br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,A água corre no rio.[sound:oddcast-d935a0cb-0edec720-1cf7dc2f-b9c464b5-0f7d208b.mp3]<br><img src='https://raw.githubusercontent.com/frgomes/anki-decks/master/German_Portuguese/assets/Story-001.png?token=AAJTCXVM637FEUDIZDLY5ZC76I2JI'>,y
