"Wir sehen drei Schränke im Labor. Ein Schrank hing an der Wand, ein Schrank an der Wand und ein Schrank am Fußboden.[sound:oddcast-e38cd757-2bb3daec-0478333a-c5233b96-bf49d383.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>","Vemos tres armários no laboratório. Um armário pendurado na parede, um armário encostado na parede e um armário sobre o piso.[sound:oddcast-a53eb01f-ae41dcb2-1e60c8ed-3968a84d-47e0a4c6.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>",y
Der Wandschrank hat zwei große Kisten und zwei große Glasflaschen.[sound:oddcast-75567902-965ceda5-d179a520-bdc9fbc2-2036c020.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png>,O armário pendurado na parede tem duas caixas grandes e dois frascos de vidro grandes.[sound:oddcast-dff925e0-dfe69ffd-b6e65b83-47619fea-4fbdb83b.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png>,y
Der Schrank an der Wand hat vier Plastikflaschen und viele Glasflaschen.[sound:oddcast-48f2dec8-56ecd49d-00c1b3d3-fc44b6f6-050896f0.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,O armário encostado na parede tem quatro frascos de plástico e muitos frascos de vidro.[sound:oddcast-654873a8-716ad27f-de78e6ce-51927227-78dfaaa5.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,y
Die Glasflaschen sind leer.[sound:oddcast-e11cb025-c5377506-978652b7-96183880-0a2206da.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,Os frascos de vidro estão vazios.[sound:oddcast-12c45bf2-f8ac917d-84d85a44-ed1e7044-caf1ccea.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,y
Der Schrank auf dem Fußboden hat drei geschlossene Türen.[sound:oddcast-15cd989d-cca419aa-fab47b2f-52122210-2d98a280.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,O armário no chão tem tres portas fechadas.[sound:oddcast-9fc89aa7-61ab1090-78489967-dcfbbf9c-70f41979.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,y
Der Bodenschrank hat ein Waschbecken mit Wasserhahn.[sound:oddcast-ecc6c302-af1cc8aa-af6c3058-b41be8b4-630ce023.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,O armário no chão tem uma pia com torneira.[sound:oddcast-b979134c-9804e10b-1b1ad24d-31fc5c15-414a8b6c.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,y
Wir sehen eine Waage über dem Waschbecken im Schrank.[sound:oddcast-dc74faec-2d7dc52b-20ff4a99-e81fd3b9-c44ef2f2.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,Vemos uma balança sobre a pia do armário.[sound:oddcast-1a85da98-26c6c5ea-c3796ad3-dfcb620c-71e9b510.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,y
Das Periodensystem der Elemente hängt an der Wand des Chemielabors.[sound:oddcast-4d5931e7-3a858fd5-52021fba-61bfb80a-aa4cb998.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,A Tabela Periódica dos Elementos está pendurada na parede do laboratório de química. [sound:oddcast-73fcc0a2-e4bba502-82b86a5f-f0fe4137-add980a7.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,y
Von der Decke hängt eine große Lampe. Die Lampe leuchtet.[sound:oddcast-525d38fa-9a51398c-4da20b61-d067c726-be7b7227.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,Tem uma lâmpada grande pendurada no teto. A lâmpada está ligada.[sound:oddcast-ba3b545b-56553111-4ae1f21e-aaddbfbe-5b2c2340.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,y
Der Mann hat einen Schatten. Der Junge hat auch einen Schatten.[sound:oddcast-69261cae-bb4c157f-5f19aa38-a79d799d-5a006487.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,O homem tem uma sombra. O menino tem uma sombra também.[sound:oddcast-37314806-885509b2-79ddc252-c038e6e2-dfe5764e.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,y
"Der Fußboden ist grün, die Wände sind blau und die Decke ist weiß.[sound:oddcast-0bfb3990-6f74ef1b-52b6254d-c0c6fcfc-a044d182.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>","O piso é verde, as paredes são azuis e o teto é branco.[sound:oddcast-57a48b65-503430ec-fdbdeadf-524c09f0-5b519b61.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>",y
Der Junge will im Chemielabor Baseball spielen.[sound:oddcast-e02464d7-3a120ba9-8c462bed-a40dec20-0d6eb725.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,O menino quer jogar baseball dentro do laboratório de química.[sound:oddcast-5fff8d38-87562b20-e4127aaf-cb6a08ca-43a08f9e.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,y
Der Junge will im Labor Baseball spielen.[sound:oddcast-8d0f0dfe-0f114df4-ec17e46b-d2ac9a37-f03a550e.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,O menino quer jogar baseball dentro do laboratório. [sound:oddcast-364c54dd-540a8ea4-df977a30-8fded8c5-508785ae.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,y
"Der Mann sagt dem Jungen, er solle im Labor nicht Baseball spielen.[sound:oddcast-0ff85f39-593b56fd-5f2eb482-4eb6c66f-64d17efc.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>",O homem diz ao menino para não jogar baseball dentro do laboratório.[sound:oddcast-48da83b9-ba03eba5-abf93325-02fed5a6-f2870094.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-002.png'>,y
Mein Freund wird die Rechnung bezahlen.[sound:oddcast-e27d9f65-a2c80a73-1e85276d-66a7f9ed-3f14396f.mp3],Meu amigo vai pagar a conta.[sound:oddcast-7fb4ea9d-2f7b8f13-cfdfcce6-ac92a015-61224325.mp3],y
"Der Mann sagt, es sei keine gute Idee.[sound:oddcast-63e286cb-7479f335-19a0737a-29962f41-fdd1d7eb.mp3]",O homem diz que não é uma boa ideia.[sound:oddcast-ec055bc1-422b8c8d-d5169d23-2d6c46d8-262a7007.mp3],y
