Der Schalter schaltet das Raumlicht ein und aus.[sound:oddcast-d6e756bc-eb4064d7-2742fb04-6019e80d-b2adea4a.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,O interruptor liga e desliga a luz da sala.[sound:oddcast-9ee70553-2c1b3eb5-fc42ee69-2b897b72-08b7ab04.mp3]<br><br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,y
Wir sehen ein geschlossenes Fenster auf der linken Seite des Raumes.[sound:oddcast-0cf624ab-63a547d7-6da97c76-3f989270-14a187e3.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,Vemos uma janela fechada do lado esquerdo da sala.[sound:oddcast-cf41dc7b-0dea26d7-f829ffc5-d0e98c19-c33d2147.mp3]<br><br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,y
Wir sehen ein offenes Fenster auf der rechten Seite des Wohnzimmers.[sound:oddcast-be466477-c74b28d4-f584f1ec-b835a59c-20f981ff.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,Vemos uma janela aberta do lado direito da sala.[sound:oddcast-9907c431-e40c0412-f8af679e-82f80521-4e78f222.mp3]<br><br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,y
Das linke Fenster hat einen Gardine.[sound:oddcast-26befaef-853ce144-2ba4b4fa-5b32e41b-87f790d5.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,A janela da esquerda tem uma cortina.[sound:oddcast-cac7950f-c40e4220-682a1a34-5ac4c1d3-110cebb7.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,y
Wir sehen einen Ecktisch am Fenster rechts.[sound:oddcast-fa56beaa-3dd21230-7df3a5fd-00c88aa2-e7196e77.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,Vemos uma mesa de canto junto à janela do lado direito.[sound:oddcast-e5bdd985-8d40864c-764619fb-cb5dbfa9-28204a0a.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,y
Wir sehen eine Stereoanlage auf dem Tisch und einen Subwoofer unter dem Tisch.[sound:oddcast-b666e881-34e6a46b-38394b56-38df8f0d-599213c4.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,Vemos uma aparelho de som sobre a mesa e um subwoofer debaixo da mesa.[sound:oddcast-63eaa41b-806414dc-4d47108d-c5294791-37f6ecaf.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,y
Ein Kabel führt vom Lautsprecher zum Subwoofer.[sound:oddcast-36e9c050-eb560615-5d91d852-b02a02c7-163aac0a.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,Um cabo vai da caixa de som para o subwoofer.[sound:oddcast-c4608eb9-eda7999f-2bf1b4dd-f10d9df0-b84fdd91.mp3]<br><br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,y
Wir sehen vier Steckdosen an der Wand in der Nähe des Subwoofers.[sound:oddcast-f0001a71-20013625-aee02b53-3b1d1dbb-152b4afd.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,"Vemos quatro tomadas na parede, perto do subwoofer.[sound:oddcast-43b6af81-bf91c23b-4f625823-2f9ea087-2e117435.mp3]<br><br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>",y
Der Stecker ist in die Steckdose eingesteckt.[sound:oddcast-c0d380c3-fc606b3c-66bafef4-df7be13b-36447d2c.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,O plugue está plugado na tomada.[sound:oddcast-ea4ec862-341d622a-1c3093d4-572142e3-eab77fa8.mp3]<br><br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,y
Wir sehen vier Stecker in die vier Steckdosen gesteckt.[sound:oddcast-e9140ea4-89be658d-55bc26be-a91499d7-03df2b9d.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,Vemos quatro plugues plugados às quatro tomadas.[sound:oddcast-d54e41c0-3332aa22-373eecd8-3d85a124-fb77f130.mp3]<br><br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,y
Wir sehen eine Heizung unter dem Ecktisch.[sound:oddcast-50fea3d0-1ceb31c6-cefe51cb-e4f987db-a0da4072.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,Vemos um aquecedor debaixo da mesa de canto.[sound:oddcast-61acd418-b4f63fa8-db55eca8-fa1eef7b-60650515.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,y
Wir sehen einen Holzstuhl neben dem Ecktisch.[sound:oddcast-fea8610b-0e9bc79b-f201f526-ab66d183-0d20e2f4.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,Vemos uma cadeira de madeira perto da mesa de canto.[sound:oddcast-ead7dd15-3f318be3-eda1c807-bd2d0f63-f614782e.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,y
Auf dem Ecktisch steht eine Glasvase mit Blumen.[sound:oddcast-0aae6205-b03cb7f2-a74ae2b3-67b7c6f5-2784c26f.mp3]<br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,Tem um vaso de vidro com flores sobre a mesa de canto.[sound:oddcast-e4da8a34-f3f3c63f-ee22109b-d931d213-d72a5b13.mp3]<br><br><img src='https://github.com/frgomes/anki-decks/raw/master/German-Portuguese/assets/Story-003a.png'>,y
