Ich bin Softwareentwickler und arbeite für IBM.[sound:oddcast-e1f7fcb7-0b23a228-ea52b28b-12480631-41d771fb.mp3],Eu sou Desenvolvedor de Software e trabalho para a IBM.[sound:oddcast-d1dd2b2e-56913349-77b79657-6f731c3c-2cf90347.mp3],y
"Ich bin Deutscher und lebe seit 2005 in Austin, Texas.[sound:oddcast-b52147c2-f8ce81d2-158085f0-cb3a6a3a-1b0a19ed.mp3]","Eu sou brasileiro e vivo em Austin, Texas, desde 2005.[sound:oddcast-a27c75db-0556fed7-d01dc807-08fe0c59-0c135400.mp3]",y
Ich bin verheiratet und habe zwei Söhne und eine Tochter.[sound:oddcast-0341dfb2-8088733b-bcbd5a9c-f130756e-f8b86ab2.mp3],Sou casado e tenho dois filhos e uma filha.[sound:oddcast-cc2ec08a-a27dff30-e5110461-70b57fc0-6e461f77.mp3],y
Meine Frau ist Chinesin und arbeitet alleine.[sound:oddcast-df77b774-bf4b5407-ee68f0b8-2504f708-5c3d572a.mp3],Minha esposa é chinesa e trabalha por conta própria.[sound:oddcast-4191dbb0-db821f0d-cd14721c-81c34d10-f3e1fda8.mp3],y
Meine Frau kümmert sich um das Familienunternehmen.[sound:oddcast-e54087a4-1f8d4fe7-b56017ed-a939a5cd-16298993.mp3],Minha esposa cuida dos negócios da família.[sound:oddcast-16be9592-9d3d9f01-61c6653d-776d07ed-501b1a74.mp3],y
"Ich habe einen Hund, eine Katze und einen Goldfisch.[sound:oddcast-6825b600-44390ab5-1defddfd-d4a14d8b-9eb5cd05.mp3]","Eu tenho um cachorro, um gato e um peixe dourado.[sound:oddcast-50efccf2-fa3d909b-6ab8508d-ec8ffc1d-2c64c234.mp3]",y
"Mein Bruder lebt in Deutschland, ist geschieden und hat keine Kinder.[sound:oddcast-1db15abb-3191659c-87e09bd3-e8615e21-fbfe6630.mp3]","Meu irmão vive no Brasil, é divorciado e não tem filhos.[sound:oddcast-94d9d5c8-7f1bcf88-2ca48e11-fe71ca55-96d1e2e8.mp3]",y
Meine Familie ist klein und meine Eltern sind verstorben.[sound:oddcast-7fc5ada1-3fef7bf0-01e2ec2e-e8eee706-8446c7a9.mp3],Minha família é pequena e meus pais são falecidos.[sound:oddcast-7bde1a0a-c3c8b103-35decd75-87f54502-ff9d100c.mp3],y
Die Familie meiner Frau ist groß. Die Eltern meiner Frau leben.[sound:oddcast-fb8f7f32-da6820ff-4de96ba2-778c84f9-2be931f9.mp3],A família de minha esposa é grande. Os pais de minha esposa estão vivos.[sound:oddcast-ede047bd-0da05dea-8a2277a2-72e6249c-3bba05e6.mp3],y
"Meine Frau hat drei Neffen, die in China leben.[sound:oddcast-88bed3ff-b28b7a8f-b5872a04-ed52edd1-745cee7e.mp3]",Minha esposa tem três sobrinhos vivendo na China.[sound:oddcast-fb6de8bb-0a52ca5f-931af619-d9aa34a9-1868e11f.mp3],y
Ich möchte Deutsch lernen.[sound:oddcast-5802f8fd-e8d301bc-4d1dee34-e4f12658-5d6dd7a2.mp3],Eu quero aprender português.[sound:oddcast-eb98117d-ac81c3ba-19c9c73b-486d3ee2-f027eac6.mp3],y
Mein Freund wird die Rechnung bezahlen.[sound:oddcast-e27d9f65-a2c80a73-1e85276d-66a7f9ed-3f14396f.mp3],Meu amigo vai pagar a conta.[sound:oddcast-7fb4ea9d-2f7b8f13-cfdfcce6-ac92a015-61224325.mp3],y
Was kostet dieses Magazin?[sound:oddcast-34d31c9a-cb9dfe6a-48de75b7-f3a5b11a-6df63bf9.mp3],Quanto custa esta revista?[sound:oddcast-ab6be1a5-86b24589-37348bc3-e7b1518e-fd99f608.mp3],y
